UPC,Market_Name,MskdName,WEEK_START_parsed,Parent_Company,PRODUCT_TYPE,EST_ACV_avg,UNITS_sum,DOLLARS_sum,RegPrice_avg,AvgPrice_avg,Discount_avg,D_avg,PR_avg,prediction,Revenue_Baseline,Incr. Revenue,COGS_per_unit_zero_discount,COGS_discount,Gross_Profit_discount,COGS_zero_discount,Gross_Profit_zero_discount,Incr. Gross Profit
00-05-28400-01307,NEW_YORK,"Chain112,",2012-04-30T00:00:00.000Z,PEPSICO INC,PRETZEL,59.396978,70,210,3.208,3,0.065,0.2,0.7,45.00733497,144.3835306,65.61646942,1.8972,132.804,77.196,85.3879159,58.99561468,18.20038532
00-05-28400-01307,NEW_YORK,"Chain112,",2012-05-07T00:00:00.000Z,PEPSICO INC,PRETZEL,57.83743182,81,243,3.210909091,3,0.065454545,0.181818182,0.545454545,46.53278638,149.4125468,93.58745318,1.8972,153.6732,89.3268,88.28200232,61.13054449,28.19625551
00-05-28400-01307,NEW_YORK,"Chain112,",2012-05-14T00:00:00.000Z,PEPSICO INC,PRETZEL,54.38147917,53,159,3.2175,3,0.0675,0,0.5,49.09147716,157.9518278,1.048172238,1.8972,100.5516,58.4484,93.13635047,64.81547729,-6.367077294
00-05-28400-01307,NEW_YORK,"Chain112,",2012-05-21T00:00:00.000Z,PEPSICO INC,PRETZEL,57.83743182,157,314,3.210909091,2,0.373636364,0.090909091,1,46.80837418,150.2974342,163.7025658,1.8972,297.8604,16.1396,88.80484749,61.49258668,-45.35298668
00-05-28400-01307,NEW_YORK,"Chain112,",2012-05-28T00:00:00.000Z,PEPSICO INC,PRETZEL,53.1198,67,167.5,3.210909091,2.5,0.220909091,0.181818182,1,30.69411924,98.55602651,68.94397349,1.8972,127.1124,40.3876,58.23288302,40.32314348,0.064456517
00-05-28400-01307,NEW_YORK,"Chain112,",2012-06-04T00:00:00.000Z,PEPSICO INC,PRETZEL,57.83743182,72,216,3.184545455,3,0.057272727,0,0.545454545,41.88293603,133.3781136,82.62188643,1.8972,136.5984,79.4016,79.46030624,53.91780733,25.48379267
00-05-28400-01307,NEW_YORK,"Chain112,",2012-06-11T00:00:00.000Z,PEPSICO INC,PRETZEL,54.38147917,64,189.5,3.193333333,2.955,0.074166667,0,0.583333333,58.49634075,186.7983148,2.701685195,1.8972,121.4208,68.0792,110.9792577,75.81905713,-7.739857128
00-05-28400-01307,NEW_YORK,"Chain112,",2012-06-18T00:00:00.000Z,PEPSICO INC,PRETZEL,54.38147917,99,247.5,3.193333333,2.5,0.216666667,0.166666667,1,60.17213194,192.1496747,55.35032533,1.8972,187.8228,59.6772,114.1585687,77.99110595,-18.31390595
00-05-28400-01307,NEW_YORK,"Chain112,",2012-06-25T00:00:00.000Z,PEPSICO INC,PRETZEL,54.38147917,91,183,3.193333333,2.041666667,0.3575,0,1,57.62071267,184.0021425,-1.002142452,1.8972,172.6452,10.3548,109.3180161,74.68412638,-64.32932638
00-05-28400-01307,NEW_YORK,"Chain112,",2012-07-02T00:00:00.000Z,PEPSICO INC,PRETZEL,59.396978,112,224,3.203,2,0.372,0.2,1,32.42184171,103.847159,120.152841,1.8972,212.4864,11.5136,61.51071809,42.33644091,-30.82284091
00-05-28400-01307,NEW_YORK,"Chain112,",2012-07-09T00:00:00.000Z,PEPSICO INC,PRETZEL,54.38147917,147,295.47,3.193333333,2.040833333,0.3575,0,1,68.75800103,219.5672166,75.90278337,1.8972,278.8884,16.5816,130.4476796,89.11953707,-72.53793707
00-05-28400-01307,NEW_YORK,"Chain112,",2012-07-16T00:00:00.000Z,PEPSICO INC,PRETZEL,55.48507091,54,135,3.210909091,2.5,0.220909091,0.181818182,1,24.06005974,77.25466453,57.74533547,1.8972,102.4488,32.5512,45.64674533,31.6079192,0.943280798
00-05-28400-01307,NEW_YORK,"Chain112,",2012-07-23T00:00:00.000Z,PEPSICO INC,PRETZEL,58.995678,43,107.5,3.203,2.5,0.219,0.4,1,38.30631214,122.6951178,-15.19511779,1.8972,81.5796,25.9204,72.6747354,50.0203824,-24.0999824
00-05-28400-01307,NEW_YORK,"Chain112,",2012-07-30T00:00:00.000Z,PEPSICO INC,PRETZEL,60.88719333,50,125,3.193333333,2.5,0.216666667,0.111111111,1,28.40698796,90.71298154,34.28701846,1.8972,94.86,30.14,53.89373755,36.81924399,-6.67924399
00-05-28400-01307,NEW_YORK,"Chain112,",2012-08-06T00:00:00.000Z,PEPSICO INC,PRETZEL,58.01208556,54,135,3.225555556,2.5,0.224444444,0.111111111,1,42.41023245,136.7965609,-1.796560906,1.8972,102.4488,32.5512,80.46069301,56.33586789,-23.78466789
00-05-28400-01307,NEW_YORK,"Chain112,",2012-08-13T00:00:00.000Z,PEPSICO INC,PRETZEL,57.76415727,60,150,3.210909091,2.5,0.220909091,0,0.636363636,31.53070054,101.242213,48.75778698,1.8972,113.832,36.168,59.82004507,41.42216795,-5.254167948
00-05-28400-01307,NEW_YORK,"Chain112,",2012-08-20T00:00:00.000Z,PEPSICO INC,PRETZEL,57.39024727,45,112.5,3.184545455,2.5,0.214545455,0,0.727272727,35.18841671,112.0591125,0.440887511,1.8972,85.374,27.126,66.75946418,45.29964831,-18.17364831
00-05-28400-01307,NEW_YORK,"Chain112,",2012-08-27T00:00:00.000Z,PEPSICO INC,PRETZEL,56.80505833,60,120.5,3.193333333,2.041666667,0.3575,0.166666667,1,37.94035854,121.1562116,-0.656211606,1.8972,113.832,6.668,71.98044822,49.17576338,-42.50776338
00-05-28400-01307,NEW_YORK,"Chain112,",2012-09-03T00:00:00.000Z,PEPSICO INC,PRETZEL,62.99430667,55,137.5,3.193333333,2.5,0.216666667,0,0.666666667,22.90522622,73.14402241,64.35597759,1.8972,104.346,33.154,43.45579519,29.68822722,3.465772785
00-05-28400-01307,NEW_YORK,"Chain112,",2012-09-10T00:00:00.000Z,PEPSICO INC,PRETZEL,60.48133636,54,135,3.184545455,2.5,0.214545455,0.181818182,0.636363636,40.39957201,128.6542734,6.345726582,1.8972,102.4488,32.5512,76.64606802,52.0082054,-19.4570054
00-05-28400-01307,NEW_YORK,"Chain112,",2012-09-17T00:00:00.000Z,PEPSICO INC,PRETZEL,66.95609625,30,80.51,3.18125,2.685,0.1525,0.5,0.625,11.41202915,36.30451774,44.20548226,1.8972,56.916,23.594,21.65090171,14.65361603,8.940383965
00-05-28400-01307,NEW_YORK,"Chain112,",2012-09-24T00:00:00.000Z,PEPSICO INC,PRETZEL,67.68559625,52,130,3.2175,2.5,0.2225,0.25,0.5,24.25798838,78.05007763,51.94992237,1.8972,98.6544,31.3456,46.02225556,32.02782206,-0.682222064
00-05-28400-01307,NEW_YORK,"Chain112,",2012-10-01T00:00:00.000Z,PEPSICO INC,PRETZEL,63.357073,78,195,3.203,2.5,0.219,0.2,0.6,25.25924258,80.90535397,114.094646,1.8972,147.9816,47.0184,47.92183501,32.98351896,14.03488104
00-05-28400-01307,NEW_YORK,"Chain112,",2012-10-08T00:00:00.000Z,PEPSICO INC,PRETZEL,64.08396875,58,145,3.18125,2.5,0.21375,0.5,0.625,15.26810938,48.57167297,96.42832703,1.8972,110.0376,34.9624,28.96665712,19.60501585,15.35738415
00-05-28400-01307,NEW_YORK,"Chain112,",2012-10-15T00:00:00.000Z,PEPSICO INC,PRETZEL,63.21784625,67,167.5,3.155,2.5,0.205,0.75,0.625,14.65087462,46.22350942,121.2764906,1.8972,127.1124,40.3876,27.79563933,18.42787009,21.95972991
00-05-28400-01307,NEW_YORK,"Chain112,",2012-10-22T00:00:00.000Z,PEPSICO INC,PRETZEL,62.664175,137,274,3.182,2,0.367,0.2,1,31.02554315,98.7232783,175.2767217,1.8972,259.9164,14.0836,58.86166046,39.86161784,-25.77801784
00-05-28400-01307,NEW_YORK,"Chain112,",2012-10-29T00:00:00.000Z,PEPSICO INC,PRETZEL,64.08864,66,165,3.114444444,2.5,0.193333333,0,0.555555556,20.78197598,64.72430963,100.2756904,1.8972,125.2152,39.7848,39.42756483,25.29674481,14.48805519
00-05-28400-01307,NEW_YORK,"Chain112,",2012-11-05T00:00:00.000Z,PEPSICO INC,PRETZEL,64.08864,40,110.44,2.947777778,2.757777778,0.06,0.111111111,0.333333333,30.59620694,90.19081889,20.24918111,1.8972,75.888,34.552,58.0471238,32.14369509,2.408304909
00-05-28400-01307,NEW_YORK,"Chain112,",2012-11-12T00:00:00.000Z,PEPSICO INC,PRETZEL,63.21784625,35,97.65,2.9675,2.79,0.055,0.125,0.375,22.45475222,66.63447722,31.01552278,1.8972,66.402,31.248,42.60115592,24.0333213,7.214678695
00-05-28400-01307,NEW_YORK,"Chain112,",2012-11-19T00:00:00.000Z,PEPSICO INC,PRETZEL,61.33308222,32,89.08,2.971111111,2.776666667,0.061111111,0,0.444444444,24.27045074,72.11020585,16.96979415,1.8972,60.7104,28.3696,46.04589914,26.06430672,2.305293283
00-05-28400-01307,NEW_YORK,"Chain112,",2012-12-03T00:00:00.000Z,PEPSICO INC,PRETZEL,60.45842111,51,127.5,2.971111111,2.5,0.154444444,0,0.777777778,31.31864706,93.05118026,34.44881974,1.8972,96.7572,30.7428,59.4177372,33.63344306,-2.890643061
00-05-28400-01307,NEW_YORK,"Chain112,",2012-12-10T00:00:00.000Z,PEPSICO INC,PRETZEL,64.08864,29,72.5,2.947777778,2.5,0.146666667,0,0.777777778,14.7914911,43.60202877,28.89797123,1.8972,55.0188,17.4812,28.06241692,15.53961185,1.941588147
00-05-28400-02211,NEW_YORK,"Chain112,",2011-03-14T00:00:00.000Z,PEPSICO INC,PRETZEL,60.48133636,91,181.09,2.782727273,1.99,0.286363636,0,1,35.68297359,99.29598378,81.79401622,2.04,185.64,-4.55,72.79326612,26.50271766,-31.05271766
00-05-28400-02211,NEW_YORK,"Chain112,",2011-03-21T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,102,202.98,2.783333333,1.99,0.286666667,0,1,46.125955,128.3839081,74.59609193,2.04,208.08,-5.1,94.09694819,34.28695988,-39.38695988
00-05-28400-02211,NEW_YORK,"Chain112,",2011-03-28T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,117,234,2.783333333,2,0.2775,0,1,56.77434022,158.0219136,75.97808639,2.04,238.68,-4.68,115.819654,42.20225956,-46.88225956
00-05-28400-02211,NEW_YORK,"Chain112,",2011-04-04T00:00:00.000Z,PEPSICO INC,PRETZEL,60.48133636,106,212,2.782727273,2,0.277272727,0.181818182,1,40.54288623,112.8197952,99.18020478,2.04,216.24,-4.24,82.7074879,30.11230731,-34.35230731
00-05-28400-02211,NEW_YORK,"Chain112,",2011-04-11T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,117,232.83,2.783333333,1.99,0.286666667,0.083333333,1,52.90291059,147.2464345,85.58356554,2.04,238.68,-5.85,107.9219376,39.32449687,-45.17449687
00-05-28400-02211,NEW_YORK,"Chain112,",2011-04-18T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,143,286,2.783333333,2,0.2775,0.166666667,1,53.28417088,148.307609,137.692391,2.04,291.72,-5.72,108.6997086,39.60790035,-45.32790035
00-05-28400-02211,NEW_YORK,"Chain112,",2011-05-16T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,83,207.99,3.29,2.504166667,0.238333333,0.166666667,1,56.08412185,184.5167609,23.4732391,2.04,169.32,38.67,114.4116086,70.10515232,-31.43515232
00-05-28400-02211,NEW_YORK,"Chain112,",2011-05-23T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,147,294,3.29,2,0.39,0.166666667,1,62.46166124,205.4988655,88.50113452,2.04,299.88,-5.88,127.4217889,78.07707655,-83.95707655
00-05-28400-02211,NEW_YORK,"Chain112,",2011-05-30T00:00:00.000Z,PEPSICO INC,PRETZEL,61.80233636,69,172.5,3.29,2.5,0.24,0.181818182,1,27.59951426,90.80240191,81.69759809,2.04,140.76,31.74,56.30300909,34.49939282,-2.759392823
00-05-28400-02211,NEW_YORK,"Chain112,",2011-06-06T00:00:00.000Z,PEPSICO INC,PRETZEL,61.80233636,89,222.5,3.29,2.5,0.24,0.363636364,1,37.92349977,124.7683143,97.73168575,2.04,181.56,40.94,77.36393954,47.40437472,-6.464374716
00-05-28400-02211,NEW_YORK,"Chain112,",2011-07-04T00:00:00.000Z,PEPSICO INC,PRETZEL,64.21008222,47,117.03,3.29,2.49,0.24,0.222222222,1,28.24319809,92.9201217,24.1098783,2.04,95.88,21.15,57.61612409,35.30399761,-14.15399761
00-05-28400-02211,NEW_YORK,"Chain112,",2011-07-11T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,79,196.71,3.29,2.49,0.24,0,1,52.19808622,171.7317037,24.97829633,2.04,161.16,35.55,106.4840959,65.24760778,-29.69760778
00-05-28400-02211,NEW_YORK,"Chain112,",2011-07-18T00:00:00.000Z,PEPSICO INC,PRETZEL,62.945772,61,151.89,3.29,2.49,0.24,0.2,1,24.53082269,80.70640666,71.18359334,2.04,124.44,27.45,50.0428783,30.66352837,-3.213528367
00-05-28400-02211,NEW_YORK,"Chain112,",2011-08-01T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,92,230,3.29,2.5,0.24,0,1,57.86960362,190.3909959,39.6090041,2.04,187.68,42.32,118.0539914,72.33700452,-30.01700452
00-05-28400-02211,NEW_YORK,"Chain112,",2011-08-08T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,121,302.5,3.29,2.5,0.24,0.166666667,1,54.56977247,179.5345514,122.9654486,2.04,246.84,55.66,111.3223358,68.21221559,-12.55221559
00-05-28400-02211,NEW_YORK,"Chain112,",2011-08-22T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,149,372.5,3.29,2.5,0.24,0.166666667,1,75.59136518,248.6955914,123.8044086,2.04,303.96,68.54,154.206385,94.48920648,-25.94920648
00-05-28400-02211,NEW_YORK,"Chain112,",2011-08-29T00:00:00.000Z,PEPSICO INC,PRETZEL,59.703475,41,114.39,3.29,2.79,0.15,0,0.9,23.53673744,77.43586619,36.95413381,2.04,83.64,30.75,48.01494438,29.4209218,1.329078196
00-05-28400-02211,NEW_YORK,"Chain112,",2011-09-12T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,98,245,3.29,2.5,0.24,0,1,47.68017812,156.867786,88.13221398,2.04,199.92,45.08,97.26756337,59.60022265,-14.52022265
00-05-28400-02211,NEW_YORK,"Chain112,",2011-09-26T00:00:00.000Z,PEPSICO INC,PRETZEL,61.80233636,58,156.02,3.29,2.69,0.18,0,1,22.896952,75.33097208,80.68902792,2.04,118.32,37.7,46.70978208,28.62119,9.07881
00-05-28400-02211,NEW_YORK,"Chain112,",2011-10-03T00:00:00.000Z,PEPSICO INC,PRETZEL,61.80233636,53,142.57,3.29,2.69,0.18,0,1,27.28107235,89.75472802,52.81527198,2.04,108.12,34.45,55.65338759,34.10134043,0.348659566
00-05-28400-02211,NEW_YORK,"Chain112,",2011-10-24T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,68,204,3.29,3,0.09,0,0.916666667,51.14231985,168.2582323,35.74176768,2.04,138.72,65.28,104.3303325,63.92789982,1.352100184
00-05-28400-02211,NEW_YORK,"Chain112,",2011-10-31T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,68,204,3.29,3,0.09,0,0.916666667,57.82329981,190.2386564,13.76134361,2.04,138.72,65.28,117.9595316,72.27912477,-6.999124766
00-05-28400-02211,NEW_YORK,"Chain112,",2011-11-07T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,67,201,3.29,3,0.09,0.166666667,0.916666667,51.61265187,169.8056246,31.19437535,2.04,136.68,64.32,105.2898098,64.51581484,-0.195814837
00-05-28400-02211,NEW_YORK,"Chain112,",2011-11-21T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,46,137.54,3.29,2.99,0.09,0.166666667,0.916666667,35.50610417,116.8150827,20.72491727,2.04,93.84,43.7,72.43245252,44.38263022,-0.682630218
00-05-28400-02211,NEW_YORK,"Chain112,",2011-11-28T00:00:00.000Z,PEPSICO INC,PRETZEL,57.91715455,53,158.47,3.29,2.99,0.09,0,0.909090909,27.93456118,91.9047063,66.5652937,2.04,108.12,50.35,56.98650482,34.91820148,15.43179852
00-05-28400-02211,NEW_YORK,"Chain112,",2011-12-05T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,49,146.51,3.29,2.99,0.09,0,0.916666667,56.29436655,185.208466,-38.69846595,2.04,99.96,46.55,114.8405078,70.36795819,-23.81795819
00-05-28400-02211,NEW_YORK,"Chain112,",2011-12-12T00:00:00.000Z,PEPSICO INC,PRETZEL,61.17242909,82,205,3.29,2.5,0.24,0,1,26.01364201,85.58488223,119.4151178,2.04,167.28,37.72,53.06782971,32.51705252,5.202947482
00-05-28400-02211,NEW_YORK,"Chain112,",2011-12-26T00:00:00.000Z,PEPSICO INC,PRETZEL,59.484673,49,147,3.29,3,0.09,0,0.9,25.0244195,82.33034015,64.66965985,2.04,99.96,47.04,51.04981578,31.28052437,15.75947563
00-05-28400-02211,NEW_YORK,"Chain112,",2012-01-02T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,60,180,3.29,3,0.09,0,0.916666667,56.67707833,186.4675877,-6.467587699,2.04,122.4,57.6,115.6212398,70.84634791,-13.24634791
00-05-28400-02211,NEW_YORK,"Chain112,",2012-01-16T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,163,326,3.29,2,0.39,0,1,50.31184113,165.5259573,160.4740427,2.04,332.52,-6.52,102.6361559,62.88980141,-69.40980141
00-05-28400-02211,NEW_YORK,"Chain112,",2012-01-23T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,59,176,3.29,2.99,0.0925,0,0.916666667,48.9709643,161.1144726,14.88552744,2.04,120.36,55.64,99.90076718,61.21370538,-5.57370538
00-05-28400-02211,NEW_YORK,"Chain112,",2012-01-30T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,221,552.5,3.29,2.5,0.24,0,1,70.42186254,231.6879278,320.8120722,2.04,450.84,101.66,143.6605996,88.02732817,13.63267183
00-05-28400-02211,NEW_YORK,"Chain112,",2012-02-06T00:00:00.000Z,PEPSICO INC,PRETZEL,61.80233636,67,201,3.29,3,0.09,0,0.909090909,33.80143724,111.2067285,89.79327147,2.04,136.68,64.32,68.95493198,42.25179655,22.06820345
00-05-28400-02211,NEW_YORK,"Chain112,",2012-02-13T00:00:00.000Z,PEPSICO INC,PRETZEL,60.43370091,65,195,3.29,3,0.09,0,0.909090909,21.03903629,69.21842938,125.7815706,2.04,132.6,62.4,42.91963402,26.29879536,36.10120464
00-05-28400-02211,NEW_YORK,"Chain112,",2012-02-20T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,68,204,3.29,3,0.09,0.166666667,0.916666667,49.09705021,161.5292952,42.47070481,2.04,138.72,65.28,100.1579824,61.37131276,3.908687237
00-05-28400-02211,NEW_YORK,"Chain112,",2012-02-27T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,93,278.5,3.29,2.995,0.091666667,0,0.916666667,54.36862482,178.8727757,99.62722435,2.04,189.72,88.78,110.9119946,67.96078102,20.81921898
00-05-28400-02211,NEW_YORK,"Chain112,",2012-03-05T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,109,272.5,3.29,2.5,0.24,0,1,59.55922858,195.949862,76.55013797,2.04,222.36,50.14,121.5008263,74.44903573,-24.30903573
00-05-28400-02211,NEW_YORK,"Chain112,",2012-03-12T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,119,297.5,3.29,2.5,0.24,0,1,55.56970104,182.8243164,114.6756836,2.04,242.76,54.74,113.3621901,69.4621263,-14.7221263
00-05-28400-02211,NEW_YORK,"Chain112,",2012-03-19T00:00:00.000Z,PEPSICO INC,PRETZEL,61.80233636,53,142.57,3.29,2.69,0.18,0,1,23.1342662,76.11173581,66.45826419,2.04,108.12,34.45,47.19390305,28.91783275,5.532167247
00-05-28400-02211,NEW_YORK,"Chain112,",2012-03-26T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,77,231,3.28,3,0.086666667,0,0.916666667,51.00405794,167.29331,63.70668996,2.04,157.08,73.92,104.0482782,63.24503184,10.67496816
00-05-28400-02211,NEW_YORK,"Chain112,",2012-04-02T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,82,245.33,3.28,2.993333333,0.089166667,0.166666667,0.916666667,64.10083234,210.2507301,35.07926992,2.04,167.28,78.05,130.765698,79.48503211,-1.435032105
00-05-28400-02211,NEW_YORK,"Chain112,",2012-04-09T00:00:00.000Z,PEPSICO INC,PRETZEL,57.91715455,102,204,3.279090909,2,0.388181818,0.181818182,1,22.66222103,74.31148295,129.688517,2.04,208.08,-4.08,46.2309309,28.08055206,-32.16055206
00-05-28400-02211,NEW_YORK,"Chain112,",2012-04-16T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,117,292.5,3.28,2.5,0.2375,0.166666667,1,55.88635371,183.3072402,109.1927598,2.04,238.68,53.82,114.0081616,69.2990786,-15.4790786
00-05-28400-02211,NEW_YORK,"Chain112,",2012-04-23T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,75,225,3.28,3,0.086666667,0.166666667,0.916666667,51.18473769,167.8859396,57.11406039,2.04,153,72,104.4168649,63.46907473,8.53092527
00-05-28400-02211,NEW_YORK,"Chain112,",2012-04-30T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,93,279,3.265833333,3,0.0825,0,0.916666667,63.86649789,208.5773377,70.42266229,2.04,189.72,89.28,130.2876557,78.289682,10.990318
00-05-28400-02211,NEW_YORK,"Chain112,",2012-05-07T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,82,246,3.265833333,3,0.0825,0.333333333,0.916666667,42.2854546,138.0972471,107.9027529,2.04,167.28,78.72,86.26232738,51.83491976,26.88508024
00-05-28400-02211,NEW_YORK,"Chain112,",2012-05-14T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,68,203.5,3.265833333,2.995,0.084166667,0,0.916666667,56.74661278,185.3249796,18.17502043,2.04,138.72,64.78,115.7630901,69.5618895,-4.781889498
00-05-28400-02211,NEW_YORK,"Chain112,",2012-05-21T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,208,416,3.265833333,2,0.385,0,1,58.7505204,191.8694079,224.1305921,2.04,424.32,-8.32,119.8510616,72.01834626,-80.33834626
00-05-28400-02211,NEW_YORK,"Chain112,",2012-05-28T00:00:00.000Z,PEPSICO INC,PRETZEL,58.80715818,80,200,3.263636364,2.5,0.233636364,0,1,31.06892893,101.3976862,98.60231377,2.04,163.2,36.8,63.38061501,38.01707121,-1.217071215
00-05-28400-02211,NEW_YORK,"Chain112,",2012-06-04T00:00:00.000Z,PEPSICO INC,PRETZEL,57.91715455,80,240,3.263636364,3,0.081818182,0,0.909090909,40.36016831,131.7209129,108.2790871,2.04,163.2,76.8,82.33474334,49.38616958,27.41383042
00-05-28400-02211,NEW_YORK,"Chain112,",2012-06-11T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,64,192,3.265833333,3,0.0825,0,0.916666667,50.89769348,166.223384,25.77661603,2.04,130.56,61.44,103.8312947,62.39208926,-0.952089262
00-05-28400-02211,NEW_YORK,"Chain112,",2012-06-18T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,99,247.5,3.265833333,2.5,0.234166667,0.083333333,1,61.65274361,201.3475852,46.15241482,2.04,201.96,45.54,125.771597,75.57598821,-30.03598821
00-05-28400-02211,NEW_YORK,"Chain112,",2012-06-25T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,143,286,3.265833333,2,0.385,0,1,57.26514108,187.0184066,98.98159342,2.04,291.72,-5.72,116.8208878,70.19751877,-75.91751877
00-05-28400-02211,NEW_YORK,"Chain112,",2012-07-02T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,138,276,3.265833333,2,0.385,0,1,61.98039527,202.4176409,73.58235912,2.04,281.52,-5.52,126.4400063,75.97763453,-81.49763453
00-05-28400-02211,NEW_YORK,"Chain112,",2012-07-09T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,189,379.96,3.206923077,2.037692308,0.355384615,0.076923077,0.923076923,107.0748902,343.3809364,36.57906359,2.04,385.56,-5.6,218.4327761,124.9481604,-130.5481604
00-05-28400-02211,NEW_YORK,"Chain112,",2012-07-16T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,103,257.5,3.206923077,2.5,0.216153846,0.076923077,0.769230769,104.311138,334.5177956,-77.0177956,2.04,210.12,47.38,212.7947215,121.7230741,-74.3430741
00-05-28400-02211,NEW_YORK,"Chain112,",2012-07-23T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,100,250,3.265833333,2.5,0.234166667,0.083333333,0.833333333,56.85454298,185.6774616,64.32253838,2.04,204,46,115.9832677,69.69419394,-23.69419394
00-05-28400-02211,NEW_YORK,"Chain112,",2012-07-30T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,121,302.5,3.265833333,2.5,0.234166667,0,0.833333333,56.53915192,184.647447,117.852553,2.04,246.84,55.66,115.3398699,69.30757706,-13.64757706
00-05-28400-02211,NEW_YORK,"Chain112,",2012-08-06T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,110,275,3.265833333,2.5,0.234166667,0,0.833333333,53.31141752,174.1062044,100.8937956,2.04,224.4,50.6,108.7552917,65.35091264,-14.75091264
00-05-28400-02211,NEW_YORK,"Chain112,",2012-08-13T00:00:00.000Z,PEPSICO INC,PRETZEL,60.48133636,108,270,3.263636364,2.5,0.233636364,0.090909091,0.363636364,37.54525411,122.5340566,147.4659434,2.04,220.32,49.68,76.59231838,45.94173821,3.73826179
00-05-28400-02211,NEW_YORK,"Chain112,",2012-08-20T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,92,230,3.265833333,2.5,0.234166667,0,0.333333333,56.66381127,185.0545636,44.94543636,2.04,187.68,42.32,115.594175,69.46038865,-27.14038865
00-05-28400-02211,NEW_YORK,"Chain112,",2012-08-27T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,147,294,3.265833333,2,0.385,0.25,1,54.65857992,178.5058123,115.4941877,2.04,299.88,-5.88,111.503503,67.00230922,-72.88230922
00-05-28400-02211,NEW_YORK,"Chain112,",2012-09-03T00:00:00.000Z,PEPSICO INC,PRETZEL,60.48133636,72,180,3.263636364,2.5,0.233636364,0.090909091,0.363636364,33.44569814,109.1545967,70.84540334,2.04,146.88,33.12,68.22922421,40.92537245,-7.805372452
00-05-28400-02211,NEW_YORK,"Chain112,",2012-10-22T00:00:00.000Z,PEPSICO INC,PRETZEL,61.80233636,196,392,2.945454545,2,0.314545455,0.363636364,1,35.31937096,104.0316017,287.9683983,2.04,399.84,-7.84,72.05151676,31.98008498,-39.82008498
00-05-28400-02211,NEW_YORK,"Chain112,",2012-12-03T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,100,250,2.849166667,2.5,0.1175,0.25,1,64.04216815,182.4668107,67.53318926,2.04,204,46,130.646023,51.82078772,-5.820787725
00-05-28400-02211,NEW_YORK,"Chain112,",2012-12-10T00:00:00.000Z,PEPSICO INC,PRETZEL,59.59489083,101,252.5,2.849166667,2.5,0.1175,0.166666667,1,61.65622138,175.6688508,76.83114925,2.04,206.04,46.46,125.7786916,49.89015913,-3.430159135
00-05-41780-00266,NEW_YORK,"Chain112,",2011-01-10T00:00:00.000Z,UTZ QUALITY FOODS,PRETZEL,59.59489083,98,245,3.311666667,2.5,0.245,0.166666667,1,61.3925767,203.3117498,41.68825017,1.913502564,187.5232513,57.47674872,117.4748529,85.8368969,-28.36014818
